client_id,client_type,acquisition_purpose,country,region,property_type,age,annual_income,budget_range,satisfaction_score,property_value,investment_horizon_years,num_prior_investments,risk_tolerance,cluster_kmeans,cluster_hierarchical,segment_name
CL00220,foreign_investor,primary_residence,germany,europe,industrial,32.0,424594,2970581,4.302139366081663,4918424,1,6,low,8,5,
CL00221,institutional,primary_residence,australia,asia_pacific,mixed_use,48.0,232258,3594679,4.165242857250668,6220243,5,5,low,3,1,
CL00222,corporate,investment_rental,uk,middle_east,residential,63.0,337345,178840,1.8036453587420898,2855430,6,17,medium,5,8,
CL00223,individual,portfolio_diversification,uk,europe,mixed_use,24.0,281839,261297,4.22047683501866,1408542,16,18,high,1,2,
CL00224,corporate,commercial_use,germany,north_america,industrial,30.0,351395,3069656,4.400530938740147,1270780,16,10,medium,8,2,
CL00225,individual,flip_resale,uk,north_america,residential,33.0,102572,2031375,2.156601337816604,2292936,14,11,medium,4,0,
CL00226,individual,flip_resale,usa,middle_east,commercial,44.0,69255,4343460,4.8090403134492945,7499953,1,9,medium,3,1,
CL00227,real_estate_fund,investment_rental,canada,north_america,commercial,35.0,93212,2405433,1.199440585596657,4222091,13,12,low,4,0,
CL00228,corporate,primary_residence,usa,asia_pacific,commercial,54.0,342354,4320242,1.5996370129885586,1454140,10,11,low,6,7,
CL00229,foreign_investor,investment_rental,singapore,asia_pacific,industrial,39.0,417773,2187001,3.1503245522060572,4958098,10,20,medium,2,7,
CL00230,institutional,portfolio_diversification,uae,middle_east,mixed_use,70.0,52499,2781722,3.3031698844892388,7564440,9,9,high,3,4,
CL00231,foreign_investor,portfolio_diversification,uk,north_america,residential,62.0,132552,3555673,3.5806003332036136,3943868,13,19,medium,0,1,
CL00232,corporate,commercial_use,uk,north_america,commercial,30.0,474844,4696985,1.0678765172618658,1938702,3,17,medium,6,2,
CL00233,corporate,commercial_use,germany,middle_east,residential,44.0,91360,1831530,2.9694681948049957,3846724,18,3,high,7,4,
CL00234,corporate,portfolio_diversification,usa,europe,industrial,31.0,427819,3512635,1.178352370936576,1741711,2,23,low,6,2,
CL00235,individual,portfolio_diversification,usa,north_america,commercial,40.0,419610,241900,1.5722478108936095,1778853,17,4,medium,5,6,
CL00236,institutional,portfolio_diversification,singapore,europe,industrial,68.0,377617,3473694,1.056058070104228,2208721,19,4,medium,5,6,
CL00237,individual,investment_rental,uae,north_america,mixed_use,26.0,173704,4077497,3.2674337331763788,2110391,13,11,medium,4,2,
CL00238,individual,portfolio_diversification,usa,north_america,industrial,68.0,191679,768875,4.729067535683889,7494954,13,2,low,3,4,
CL00239,institutional,flip_resale,canada,north_america,industrial,73.0,121873,4890287,3.663788664321857,4807448,1,7,medium,3,3,
CL00240,individual,primary_residence,uk,north_america,mixed_use,44.0,95756,353078,4.290629873921709,7542367,2,21,medium,2,4,
CL00241,real_estate_fund,portfolio_diversification,germany,asia_pacific,residential,51.0,470210,468893,1.0531248138343203,6306225,1,1,low,5,5,
CL00242,real_estate_fund,primary_residence,germany,europe,mixed_use,46.0,224454,3201883,3.1680611939189043,4226773,5,17,medium,6,1,
CL00243,real_estate_fund,investment_rental,singapore,europe,mixed_use,49.0,493570,815295,2.8382519100220875,7247439,3,8,low,2,5,
CL00244,corporate,primary_residence,uae,north_america,industrial,55.0,348488,1978798,2.995871776883172,5543333,7,12,high,2,5,
CL00245,individual,investment_rental,australia,north_america,residential,66.0,476991,4100740,1.2888527413407518,5244055,13,6,medium,5,3,
CL00246,real_estate_fund,flip_resale,usa,europe,commercial,69.0,430565,1092652,3.73774144427723,4662121,18,9,high,5,6,
CL00247,corporate,investment_rental,singapore,asia_pacific,mixed_use,68.0,363298,1154212,3.012881659434538,2270100,7,8,medium,5,6,
CL00248,real_estate_fund,investment_rental,usa,middle_east,residential,46.0,57464,2458730,4.060595399445056,7058008,1,21,low,2,1,
CL00249,real_estate_fund,commercial_use,uk,middle_east,mixed_use,31.0,465840,3585001,2.9411625362468614,209072,5,14,low,8,2,
CL00250,foreign_investor,portfolio_diversification,uk,europe,mixed_use,35.0,151897,2180563,1.5975265449057283,3625432,17,4,low,7,0,
CL00251,individual,portfolio_diversification,australia,north_america,mixed_use,63.0,329488,2068972,3.593027816311288,4033337,8,11,low,3,6,
CL00252,corporate,flip_resale,australia,north_america,mixed_use,67.0,113791,383816,1.689545448420665,6050726,15,0,medium,7,0,
CL00253,foreign_investor,flip_resale,usa,asia_pacific,industrial,51.0,185371,1940820,4.48957825341926,2313843,4,11,low,1,1,
CL00254,individual,portfolio_diversification,usa,middle_east,residential,62.0,209047,4815697,3.452464956276966,2912594,2,21,medium,6,3,
CL00255,individual,commercial_use,singapore,asia_pacific,residential,48.0,162534,2776073,1.628815534227817,4184941,5,5,medium,7,0,
CL00256,corporate,portfolio_diversification,uk,middle_east,residential,35.0,412353,2777374,4.849352229924827,7836281,1,18,medium,2,5,
CL00257,real_estate_fund,commercial_use,usa,europe,mixed_use,56.0,111441,2824903,2.9694681948049957,4351390,5,18,medium,6,1,
CL00258,institutional,flip_resale,singapore,middle_east,industrial,73.0,382600,225851,1.29159380748662,539962,6,15,medium,5,8,
CL00259,corporate,primary_residence,uae,asia_pacific,mixed_use,69.0,373932,2750527,3.507331617660269,4936445,2,18,high,6,3,
CL00260,individual,flip_resale,australia,asia_pacific,mixed_use,55.0,267612,4961282,2.012795628051241,7854101,1,2,low,6,3,
CL00261,institutional,flip_resale,usa,asia_pacific,residential,31.0,463797,894878,4.21477380750921,3627899,4,22,medium,2,2,
CL00262,real_estate_fund,investment_rental,uk,europe,mixed_use,56.0,261444,2153262,4.271288294264762,3573788,7,9,medium,3,6,
CL00263,individual,investment_rental,uae,middle_east,commercial,32.0,494505,2037135,4.915789423418648,951680,1,17,medium,8,2,
CL00264,corporate,investment_rental,germany,middle_east,mixed_use,32.0,306319,2508163,3.007478124098015,4281279,1,12,medium,2,1,
CL00265,foreign_investor,investment_rental,uae,asia_pacific,commercial,42.0,167263,2641396,2.8198275189109485,2009234,8,17,medium,1,1,
CL00266,institutional,commercial_use,singapore,middle_east,mixed_use,42.0,375578,326179,4.0139024217859225,1092529,16,2,medium,1,6,
CL00267,institutional,portfolio_diversification,usa,north_america,industrial,43.0,114518,2172171,1.5298826253677063,5107514,13,22,medium,4,0,
CL00268,institutional,primary_residence,germany,north_america,industrial,66.0,241230,3748444,3.187662055172497,7014124,18,2,high,3,4,
CL00269,corporate,flip_resale,uk,north_america,residential,28.0,358681,4644340,3.1849904005234038,4090008,10,22,high,4,7,
CL00270,individual,commercial_use,usa,middle_east,mixed_use,38.0,407865,2579340,1.3578924912415489,1737138,12,24,medium,4,2,
CL00271,foreign_investor,primary_residence,singapore,europe,commercial,23.0,77645,1300346,2.6719363420276543,2236172,1,11,low,1,0,
CL00272,foreign_investor,commercial_use,usa,europe,commercial,33.0,269608,585287,4.413139194268808,1515265,10,19,high,1,2,
CL00273,foreign_investor,commercial_use,usa,europe,mixed_use,63.0,53283,4083820,4.424614487978641,4080131,9,6,high,3,4,
CL00274,real_estate_fund,flip_resale,canada,europe,commercial,39.0,379115,4067610,1.396950659678724,3392222,3,24,low,6,2,
CL00275,corporate,portfolio_diversification,uae,north_america,industrial,32.0,384903,1860399,1.3628835309913234,265981,19,23,medium,4,2,
CL00276,corporate,investment_rental,singapore,north_america,commercial,37.0,220195,395901,2.050781908007741,6607761,9,7,high,7,0,
CL00277,foreign_investor,portfolio_diversification,uk,asia_pacific,residential,70.0,132780,3184903,4.499064250215974,4360608,10,8,medium,3,4,
CL00278,institutional,flip_resale,germany,middle_east,industrial,72.0,453240,4235247,1.5156103402939958,7472933,19,13,low,5,7,
CL00279,institutional,flip_resale,usa,middle_east,industrial,39.0,472846,4243403,3.879987210509785,1472014,16,4,medium,8,2,
CL00280,foreign_investor,flip_resale,uk,europe,industrial,56.0,322878,2303531,1.4046624784524129,438569,18,20,high,5,2,
CL00281,foreign_investor,primary_residence,australia,north_america,mixed_use,74.0,30515,1169412,3.4925514149913015,874071,14,18,high,1,8,
CL00282,individual,portfolio_diversification,germany,europe,mixed_use,47.0,402926,4515743,2.4242691964765792,7465113,3,20,medium,6,1,
CL00283,corporate,portfolio_diversification,uae,asia_pacific,industrial,37.0,358871,2132623,4.155655851863468,3406505,2,15,medium,2,2,
CL00284,individual,commercial_use,uk,middle_east,mixed_use,27.0,258872,1335296,1.9347617953014544,7452271,1,23,low,2,0,
CL00285,corporate,commercial_use,canada,middle_east,commercial,65.0,401308,3403131,3.5568073175598394,552641,18,11,high,0,6,
CL00286,individual,commercial_use,uae,europe,mixed_use,64.0,338360,3053028,1.9427301383035398,4962056,9,20,low,6,7,
CL00287,corporate,flip_resale,germany,asia_pacific,mixed_use,68.0,363977,4911701,3.854641132448615,5306798,13,3,high,3,4,
CL00288,corporate,portfolio_diversification,germany,middle_east,industrial,68.0,88755,497595,4.4947121382429955,3926764,2,7,medium,1,6,
CL00289,individual,flip_resale,usa,asia_pacific,residential,69.0,57856,3893092,1.5072071965070402,1665538,7,6,high,6,3,
CL00290,corporate,primary_residence,usa,asia_pacific,residential,63.0,103870,1831041,4.466382754382014,6247607,16,14,low,3,4,
CL00291,individual,commercial_use,singapore,europe,residential,33.0,447378,3690511,3.3743010176571917,3049675,19,5,medium,8,2,
CL00292,individual,flip_resale,usa,north_america,commercial,34.0,167080,2517209,1.508441963468096,3549902,15,4,low,7,0,
CL00293,foreign_investor,flip_resale,uk,europe,mixed_use,25.0,300131,626925,2.710167421438848,4999666,11,13,medium,2,5,
CL00294,corporate,primary_residence,australia,north_america,residential,60.0,485748,3025609,1.6434411739403916,3549618,1,20,high,6,3,
CL00295,individual,investment_rental,uae,asia_pacific,industrial,23.0,126502,4008005,3.801391555466278,7016155,7,12,medium,4,1,
CL00296,corporate,portfolio_diversification,germany,north_america,residential,47.0,426548,856547,4.035472537671799,6875630,8,9,medium,2,5,
CL00297,foreign_investor,investment_rental,uae,asia_pacific,residential,48.0,96323,706752,1.4231860810911958,3554629,10,17,low,1,8,
CL00298,individual,commercial_use,uae,middle_east,mixed_use,48.0,462206,1439462,3.0245594107785774,2342848,5,3,high,8,5,
CL00299,institutional,flip_resale,usa,middle_east,mixed_use,36.0,302017,2310920,4.258500224103669,2923219,9,7,medium,8,6,
CL00300,individual,primary_residence,uk,middle_east,mixed_use,29.0,243614,4923416,4.744652166203986,5014912,1,23,medium,2,1,
CL00301,individual,primary_residence,uk,europe,commercial,28.0,197516,1237317,3.05407146696708,1794173,2,10,medium,1,0,
CL00302,corporate,portfolio_diversification,uk,europe,commercial,68.0,458556,3057532,4.801116894445628,1119224,19,16,medium,0,8,
CL00303,corporate,investment_rental,germany,asia_pacific,residential,67.0,135219,2266354,3.1427558818241192,2917549,14,17,medium,0,1,
CL00304,institutional,portfolio_diversification,uk,middle_east,mixed_use,61.0,35033,399189,2.576761978399632,4411725,10,20,medium,1,8,
CL00305,institutional,flip_resale,uae,europe,residential,33.0,365468,1659049,4.392812514211582,386436,9,24,medium,0,2,
CL00306,real_estate_fund,portfolio_diversification,uk,middle_east,industrial,34.0,307833,2354851,2.9719308418323562,5867963,10,10,high,2,4,
CL00307,corporate,primary_residence,usa,europe,industrial,64.0,139756,2474494,2.887610042258092,5695636,6,15,high,3,1,
CL00308,individual,primary_residence,uk,north_america,mixed_use,38.0,292210,955953,2.961249957639313,6922703,17,11,low,7,0,
CL00309,foreign_investor,commercial_use,usa,north_america,mixed_use,38.0,144159,604655,4.3871400074789815,5930618,6,12,medium,2,4,
CL00310,individual,commercial_use,usa,middle_east,industrial,57.0,206318,3876487,4.327766166752209,5402371,4,15,low,3,1,
CL00311,corporate,flip_resale,usa,asia_pacific,mixed_use,42.0,37533,4061635,2.614079969760845,2364178,3,22,low,4,0,
CL00312,individual,investment_rental,uk,europe,commercial,29.0,231224,336824,2.3331994394821,224804,19,20,medium,1,2,
CL00313,individual,portfolio_diversification,germany,europe,commercial,26.0,272653,3757942,2.967712096156517,3807390,18,0,high,8,2,
CL00314,real_estate_fund,flip_resale,uk,north_america,mixed_use,47.0,407972,1167979,3.291090038948436,3126877,4,15,low,2,5,
CL00315,foreign_investor,commercial_use,uk,north_america,industrial,37.0,351802,3249409,1.9533488425119878,3939514,8,14,medium,6,7,
CL00316,institutional,portfolio_diversification,singapore,asia_pacific,residential,57.0,330642,4648003,4.175820338862362,5107107,17,5,high,3,4,
CL00317,corporate,commercial_use,usa,asia_pacific,mixed_use,49.0,139028,4125282,2.9459310629296915,2122871,5,11,high,6,1,
CL00318,individual,portfolio_diversification,canada,asia_pacific,mixed_use,50.0,303916,1788124,2.3361821936798384,2090483,13,7,medium,5,6,
CL00319,individual,investment_rental,uae,middle_east,residential,68.0,381529,3943380,1.4272839718559625,3061898,1,6,medium,6,3,
CL00320,individual,flip_resale,uk,north_america,mixed_use,33.0,472252,4266289,1.9553806416144277,637335,13,1,medium,8,2,
CL00321,corporate,portfolio_diversification,uae,middle_east,residential,58.0,481747,2826826,4.797124687023935,5377365,4,11,low,2,3,
CL00322,institutional,primary_residence,usa,north_america,industrial,51.0,280231,1906242,2.2203987472781064,7839262,14,20,low,2,8,
CL00323,institutional,primary_residence,singapore,north_america,commercial,44.0,42940,193246,1.6754371574681413,7162445,3,13,low,7,0,
CL00324,individual,portfolio_diversification,uk,europe,industrial,37.0,410171,308886,2.842691166619973,3659163,5,15,medium,2,5,
CL00325,real_estate_fund,portfolio_diversification,canada,north_america,commercial,35.0,46932,2467713,2.2283509734409948,3537951,7,10,high,7,0,
CL00326,institutional,portfolio_diversification,usa,north_america,residential,31.0,256377,1529608,1.1406370010847766,6975711,1,19,medium,2,0,
CL00327,corporate,primary_residence,uae,middle_east,commercial,28.0,480043,4163068,2.292580869117669,1411402,12,8,medium,8,2,
CL00328,institutional,primary_residence,uae,north_america,industrial,66.0,484647,3490888,3.1764344957578743,5698244,11,9,medium,5,3,
CL00329,corporate,portfolio_diversification,usa,middle_east,commercial,73.0,54648,2384798,3.2068494880798677,4025251,8,16,low,3,1,
CL00330,individual,commercial_use,uk,asia_pacific,residential,58.0,62966,1632337,2.426235684707555,6315331,6,11,medium,7,0,
CL00331,corporate,commercial_use,singapore,north_america,commercial,50.0,450993,883566,2.7892110250104025,3990507,2,5,high,2,5,
CL00332,foreign_investor,investment_rental,germany,north_america,mixed_use,24.0,285733,3011259,4.862071672939066,1516851,19,18,low,8,2,
CL00333,individual,flip_resale,uk,middle_east,industrial,36.0,193639,2167791,2.5093939089212465,2729082,14,10,low,4,0,
CL00334,individual,commercial_use,germany,asia_pacific,mixed_use,57.0,276331,4829924,2.032907253039932,2276028,1,8,medium,6,3,
CL00335,individual,primary_residence,australia,europe,residential,68.0,440390,879105,1.9738681762670405,3135032,10,20,medium,5,8,
CL00336,individual,commercial_use,canada,asia_pacific,commercial,67.0,72598,1016992,2.8310584508165366,6068211,16,5,medium,7,8,
CL00337,foreign_investor,investment_rental,usa,middle_east,mixed_use,73.0,220271,320326,4.038080594867776,3227195,4,24,medium,0,1,
CL00338,institutional,investment_rental,singapore,asia_pacific,mixed_use,40.0,437014,4613552,1.8239527367538928,2476344,11,24,medium,6,7,
CL00339,corporate,flip_resale,uk,middle_east,commercial,34.0,488580,3622810,3.8371845085630722,3607100,16,23,low,0,7,
CL00340,individual,commercial_use,australia,middle_east,commercial,63.0,440774,3326458,1.0845992933976651,5647647,1,24,medium,6,3,
CL00341,corporate,primary_residence,uae,europe,industrial,42.0,353228,1546743,2.675731911935784,6253807,16,15,medium,5,0,
CL00342,corporate,primary_residence,usa,north_america,mixed_use,58.0,205309,4584781,4.103460260811147,2499465,19,19,high,0,7,
CL00343,individual,portfolio_diversification,singapore,middle_east,mixed_use,48.0,226569,1000853,2.3549318230977256,1226837,9,15,high,1,0,
CL00344,corporate,primary_residence,uk,middle_east,residential,73.0,161250,4547321,3.254948405781598,7596633,9,5,high,3,4,
CL00345,corporate,flip_resale,australia,europe,industrial,50.0,278004,751824,1.8199169313036432,7551292,9,4,medium,7,0,
CL00346,institutional,flip_resale,australia,middle_east,residential,41.0,47118,4627549,3.967981564504689,7988246,17,20,medium,4,1,
CL00347,institutional,primary_residence,singapore,north_america,mixed_use,48.0,52616,3006405,1.2091164130750385,5867467,12,3,medium,7,0,
CL00348,individual,primary_residence,usa,europe,residential,27.0,161870,3271222,4.410170579502001,3249449,13,1,high,8,4,
CL00349,corporate,portfolio_diversification,singapore,north_america,mixed_use,57.0,299745,4669146,1.7927855456866726,7886594,8,5,low,6,3,
CL00350,institutional,primary_residence,usa,north_america,mixed_use,23.0,317507,2570856,4.497592126833323,3260999,16,8,medium,8,2,
CL00351,corporate,portfolio_diversification,usa,europe,residential,43.0,32795,3239782,2.4101169652020693,1687746,18,16,medium,4,1,
CL00352,foreign_investor,portfolio_diversification,germany,middle_east,residential,53.0,127462,2477942,3.8907342978979464,1779040,1,13,medium,1,1,
CL00353,institutional,primary_residence,usa,north_america,commercial,37.0,468480,1750224,2.276901191144754,2561596,1,6,low,8,2,
CL00354,individual,investment_rental,uk,north_america,commercial,39.0,395036,1448055,4.62364668493859,2389564,12,21,medium,0,2,
CL00355,individual,investment_rental,australia,north_america,commercial,48.0,364977,955783,1.5065485020734974,3813289,6,18,medium,2,0,
CL00356,institutional,portfolio_diversification,uk,north_america,mixed_use,57.0,295228,2330653,1.7140791570903948,4338699,9,0,medium,5,3,
CL00357,individual,primary_residence,uk,europe,residential,51.0,388009,684942,2.972120500635209,3066596,5,19,medium,2,5,
CL00358,corporate,investment_rental,canada,europe,industrial,66.0,499862,4663870,1.3277537561525845,5861229,16,24,medium,6,7,
CL00359,real_estate_fund,primary_residence,usa,asia_pacific,mixed_use,40.0,292875,1520654,1.7839207388070477,6335941,18,14,high,5,0,
CL00360,corporate,primary_residence,germany,asia_pacific,industrial,44.0,162201,2317127,4.7750655288480575,4277436,17,17,medium,0,4,
CL00361,corporate,primary_residence,australia,north_america,residential,55.0,189094,823503,4.905958644591548,6252585,18,2,medium,3,4,
CL00362,institutional,commercial_use,canada,middle_east,mixed_use,34.0,293749,3599058,2.5050373173216878,5243064,1,17,low,6,1,
CL00363,corporate,primary_residence,singapore,north_america,industrial,64.0,107506,3612106,4.693144084055742,2615933,19,1,low,3,4,
CL00364,corporate,commercial_use,uk,middle_east,industrial,50.0,270313,448848,3.179298702693727,5016940,8,9,medium,2,5,
CL00365,real_estate_fund,portfolio_diversification,uk,north_america,commercial,57.0,74130,2097179,2.9694681948049957,3612511,3,10,medium,1,1,
CL00366,corporate,investment_rental,germany,asia_pacific,commercial,43.0,452481,1581177,3.8095948843223946,534083,5,23,medium,0,2,
CL00367,real_estate_fund,investment_rental,canada,asia_pacific,commercial,73.0,193402,266991,3.635607226299429,681598,8,2,low,1,6,
CL00368,real_estate_fund,investment_rental,uae,middle_east,mixed_use,73.0,360613,4391256,4.956501276434933,5757968,19,6,high,3,4,
CL00369,individual,investment_rental,usa,north_america,residential,68.0,176259,4092942,2.060189149637133,6919552,18,7,medium,3,4,
CL00370,individual,investment_rental,usa,middle_east,residential,57.0,449007,2530412,3.6882380106469417,6058631,18,18,low,0,8,
CL00371,individual,investment_rental,usa,asia_pacific,commercial,30.0,382580,4760110,1.2080950201177876,7612045,1,17,medium,6,1,
CL00372,individual,investment_rental,singapore,north_america,commercial,60.0,231682,976058,1.4545841547868776,2428845,15,12,high,5,8,
CL00373,individual,portfolio_diversification,uk,north_america,commercial,72.0,404485,2243167,1.015673499804373,816252,18,12,medium,5,6,
CL00374,institutional,primary_residence,canada,middle_east,industrial,40.0,253034,202877,4.9978427242386925,7175402,7,23,medium,2,5,
CL00375,individual,flip_resale,singapore,europe,commercial,59.0,463083,3768893,4.209094788589911,3200798,16,18,medium,0,8,
CL00376,individual,commercial_use,usa,middle_east,industrial,27.0,424109,4688226,4.146892058934164,2686047,16,22,low,8,7,
CL00377,foreign_investor,flip_resale,singapore,asia_pacific,residential,73.0,129694,1645329,3.038904301152719,6614143,15,11,medium,3,8,
CL00378,individual,flip_resale,uk,asia_pacific,mixed_use,68.0,49773,3172753,2.2002683316217597,3474353,6,16,low,6,1,
CL00379,foreign_investor,primary_residence,uae,asia_pacific,mixed_use,36.0,296383,491670,1.6050571378507037,3404992,9,21,medium,2,0,
CL00380,individual,primary_residence,singapore,asia_pacific,mixed_use,41.0,313007,4726043,2.1386989553858546,4947663,7,11,low,6,7,
CL00381,individual,primary_residence,germany,asia_pacific,mixed_use,30.0,343559,1794512,2.5038848877165565,846362,14,12,high,8,2,
CL00382,institutional,investment_rental,germany,europe,industrial,53.0,98968,3918806,4.025240387921176,6419191,11,24,medium,4,1,
CL00383,institutional,portfolio_diversification,uk,north_america,industrial,25.0,90430,4906100,3.1586471556126097,5777635,16,11,low,4,1,
CL00384,foreign_investor,investment_rental,usa,middle_east,commercial,71.0,280072,1450339,1.3099345062219308,5463538,6,18,medium,6,8,
CL00385,institutional,portfolio_diversification,singapore,middle_east,industrial,39.0,31515,3519998,1.072116035835649,5927020,16,13,low,4,7,
CL00386,foreign_investor,portfolio_diversification,usa,asia_pacific,commercial,26.0,127206,4252363,1.4093287181362526,4611835,16,6,medium,4,2,
CL00387,individual,flip_resale,uk,middle_east,commercial,41.0,275282,3834942,2.6419948547895173,3685443,12,12,medium,4,7,
CL00388,individual,flip_resale,usa,asia_pacific,mixed_use,44.0,265702,140633,4.732771668196073,2082303,17,5,low,1,6,
CL00389,foreign_investor,portfolio_diversification,singapore,europe,industrial,32.0,437821,1357302,3.5496099248368864,2901821,5,23,low,2,2,
CL00390,foreign_investor,portfolio_diversification,usa,europe,industrial,58.0,348384,1151893,4.20730359950206,7464895,13,18,medium,0,5,
CL00391,real_estate_fund,investment_rental,singapore,north_america,commercial,43.0,35586,4601428,2.865498378018194,6743594,8,18,low,4,1,
CL00392,corporate,investment_rental,australia,europe,commercial,25.0,412563,1978166,2.446664332780171,6675940,5,3,medium,2,5,
CL00393,corporate,flip_resale,usa,europe,residential,50.0,414518,3686575,1.433601490866491,7869088,12,18,medium,6,7,
CL00394,foreign_investor,primary_residence,usa,north_america,residential,65.0,275277,3950404,4.50373208874482,6410798,9,8,medium,3,1,
CL00395,individual,portfolio_diversification,uk,middle_east,commercial,55.0,61186,3523376,4.132640116111611,576941,3,15,medium,1,1,
CL00396,real_estate_fund,investment_rental,canada,asia_pacific,residential,34.0,56928,2921105,1.6724723903909005,4023770,3,3,medium,7,0,
CL00397,foreign_investor,flip_resale,usa,asia_pacific,residential,63.0,259336,1972204,3.049042255505042,5000224,1,5,high,3,4,
CL00398,corporate,investment_rental,uk,middle_east,commercial,30.0,244159,2000946,2.9494992316849795,536354,18,7,low,8,2,
CL00399,foreign_investor,portfolio_diversification,usa,north_america,commercial,63.0,415134,1026109,3.5003662107461144,3090149,12,23,low,0,8,
CL00400,foreign_investor,portfolio_diversification,germany,middle_east,industrial,52.0,379173,808669,4.784747575965045,5656336,9,15,low,2,5,
CL00401,individual,commercial_use,uk,europe,commercial,28.0,50711,4327939,3.3190857670499185,1085709,9,4,low,8,2,
CL00402,real_estate_fund,primary_residence,germany,north_america,commercial,25.0,84962,2407539,3.1608690671144744,2635178,18,20,low,4,0,
CL00403,corporate,commercial_use,canada,north_america,mixed_use,40.0,50039,3326419,1.2012917317386558,6321979,18,21,medium,4,7,
CL00404,foreign_investor,flip_resale,usa,north_america,industrial,63.0,66561,2696882,1.2516299040720957,6529022,7,9,medium,7,0,
CL00405,individual,investment_rental,germany,asia_pacific,industrial,51.0,236555,4065292,1.7493871653071555,6724929,4,22,high,6,1,
CL00406,foreign_investor,flip_resale,usa,middle_east,industrial,52.0,249730,1106891,1.1298830867669931,5627630,13,12,low,5,8,
CL00407,corporate,portfolio_diversification,canada,north_america,mixed_use,56.0,31577,4047526,3.9734115822800495,6438893,17,13,medium,3,4,
CL00408,individual,commercial_use,singapore,north_america,commercial,42.0,137792,827467,3.8933212159758526,3403965,2,6,high,1,6,
CL00409,real_estate_fund,commercial_use,canada,north_america,industrial,52.0,451566,4750100,1.5442249377265718,2235469,14,19,high,6,7,
CL00410,individual,commercial_use,usa,middle_east,industrial,40.0,277980,3098851,4.344315603181124,3815632,3,5,medium,8,2,
CL00411,individual,flip_resale,usa,asia_pacific,residential,52.0,268540,3761306,1.619144139384448,3672348,5,6,medium,6,3,
CL00412,real_estate_fund,portfolio_diversification,uk,europe,industrial,74.0,457014,2123969,2.204702347989435,1496365,14,4,high,5,6,
CL00413,real_estate_fund,investment_rental,uk,asia_pacific,commercial,53.0,258506,1097057,1.99590759664546,1286078,3,20,medium,1,8,
CL00414,corporate,investment_rental,usa,north_america,commercial,23.0,242489,3774153,2.489228394292191,636598,7,17,low,8,2,
CL00415,institutional,flip_resale,uk,asia_pacific,residential,73.0,40785,4848584,2.0186550635598475,4693758,18,22,high,4,7,
CL00416,corporate,commercial_use,usa,asia_pacific,industrial,31.0,102227,2312292,2.9694681948049957,7297507,13,11,medium,7,4,
CL00417,individual,primary_residence,uk,europe,industrial,23.0,410824,4470297,2.6296315254187417,6212825,10,5,low,8,2,
CL00418,individual,flip_resale,germany,middle_east,industrial,23.0,354101,3718313,4.946277963117306,683037,13,0,medium,8,2,
CL00419,institutional,flip_resale,uae,middle_east,mixed_use,45.0,95431,3050501,1.2237054005129027,3981871,16,3,medium,7,0,
CL00420,foreign_investor,portfolio_diversification,usa,asia_pacific,industrial,38.0,440513,1484410,1.5687255055494065,734933,9,18,high,5,2,
CL00421,foreign_investor,investment_rental,uk,asia_pacific,commercial,53.0,364038,2407199,1.21130357563441,363933,2,11,low,6,3,
CL00422,foreign_investor,flip_resale,usa,middle_east,commercial,37.0,277941,386100,3.503364779929503,5446055,5,14,high,2,5,
CL00423,individual,flip_resale,australia,middle_east,mixed_use,37.0,224844,4358183,1.2180371096548783,1151720,17,2,medium,8,2,
CL00424,corporate,commercial_use,usa,europe,mixed_use,67.0,180653,2148880,4.345758949504493,7421669,4,22,medium,2,1,
CL00425,individual,commercial_use,singapore,north_america,industrial,60.0,347336,2569606,3.047754522727711,6589851,17,19,low,0,8,
CL00426,corporate,primary_residence,australia,asia_pacific,residential,74.0,293606,3139316,3.108030498326135,2297914,9,7,medium,3,6,
CL00427,corporate,portfolio_diversification,germany,middle_east,mixed_use,52.0,420992,1145533,3.246378030848777,6398604,2,10,high,2,5,
CL00428,foreign_investor,primary_residence,singapore,asia_pacific,mixed_use,64.0,225245,1385844,1.683254825224843,2835662,18,15,medium,5,8,
CL00429,corporate,commercial_use,germany,asia_pacific,industrial,45.0,438727,4773584,1.7907612124579502,577709,11,8,low,8,7,
CL00430,individual,investment_rental,australia,middle_east,industrial,22.0,368250,1656232,2.2752692914920187,7679432,13,2,medium,7,0,
CL00431,individual,commercial_use,singapore,europe,mixed_use,32.0,340809,887600,3.3739856632874057,405539,8,4,medium,1,6,
CL00432,foreign_investor,portfolio_diversification,uae,asia_pacific,residential,42.0,205486,4601572,1.840471103760858,7502245,1,19,low,6,1,
CL00433,institutional,commercial_use,singapore,europe,mixed_use,25.0,373154,4067454,1.465326908533045,7063111,17,13,medium,4,7,
CL00434,individual,portfolio_diversification,uae,middle_east,industrial,28.0,102573,1585619,4.880467545673729,7466792,12,14,medium,2,4,
CL00435,individual,portfolio_diversification,singapore,north_america,industrial,47.0,254737,1938524,1.0879272592384917,1900866,4,5,medium,1,2,
CL00436,institutional,portfolio_diversification,uk,north_america,mixed_use,68.0,399947,1299399,4.2107896213440865,3454513,13,3,medium,5,6,
CL00437,individual,portfolio_diversification,usa,asia_pacific,residential,71.0,149682,2751813,4.152140598300088,3927173,9,7,low,3,4,
CL00438,foreign_investor,portfolio_diversification,usa,middle_east,mixed_use,33.0,43386,222026,2.188856455380384,6383107,7,18,medium,7,0,
