client_id,client_type,acquisition_purpose,country,region,property_type,age,annual_income,budget_range,satisfaction_score,property_value,investment_horizon_years,num_prior_investments,risk_tolerance
CL00215,Institutional,Portfolio_Diversification,UK,Asia_Pacific,Residential,43.0,399738,312803,2.9355090582570362,7608136,12,23,High
CL00216,Individual,Investment_Rental,USA,Europe,Industrial,22.0,295025,2355913,4.590129306088336,3308546,19,8,Medium
CL00217,Individual,Commercial_Use,USA,North_America,Commercial,41.0,322007,2554244,4.631044974600714,631438,6,6,Medium
CL00218,Institutional,Flip_Resale,UK,Asia_Pacific,Mixed_Use,43.0,272434,4315645,1.3496672314843354,6766601,7,15,Medium
CL00219,Institutional,Primary_Residence,UK,Asia_Pacific,Industrial,69.0,428838,1354329,4.745973325240903,6596505,1,18,Low
CL00220,Foreign_Investor,Primary_Residence,Germany,Europe,Industrial,32.0,424594,2970581,4.302139366081663,4918424,1,6,Low
CL00221,Institutional,Primary_Residence,Australia,Asia_Pacific,Mixed_Use,,232258,3594679,4.165242857250668,6220243,5,5,Low
CL00222,Corporate,Investment_Rental,UK,Middle_East,Residential,63.0,337345,178840,1.8036453587420898,2855430,6,17,Medium
CL00223,Individual,Portfolio_Diversification,UK,Europe,Mixed_Use,24.0,281839,261297,4.22047683501866,1408542,16,18,High
CL00224,Corporate,Commercial_Use,Germany,North_America,Industrial,30.0,351395,3069656,4.400530938740147,1270780,16,10,Medium
CL00225,Individual,Flip_Resale,UK,North_America,Residential,33.0,102572,2031375,2.156601337816604,2292936,14,11,Medium
CL00226,Individual,Flip_Resale,USA,Middle_East,Commercial,44.0,69255,4343460,4.8090403134492945,7499953,1,9,Medium
CL00227,Real_Estate_Fund,Investment_Rental,Canada,North_America,Commercial,35.0,93212,2405433,1.199440585596657,4222091,13,12,Low
CL00228,Corporate,Primary_Residence,USA,Asia_Pacific,Commercial,54.0,342354,4320242,1.5996370129885586,1454140,10,11,Low
CL00229,Foreign_Investor,Investment_Rental,Singapore,Asia_Pacific,Industrial,39.0,417773,2187001,3.1503245522060572,4958098,10,20,Medium
CL00230,Institutional,Portfolio_Diversification,UAE,Middle_East,Mixed_Use,70.0,52499,2781722,3.3031698844892388,7564440,9,9,High
CL00231,Foreign_Investor,Portfolio_Diversification,UK,North_America,Residential,62.0,132552,3555673,3.5806003332036136,3943868,13,19,Medium
CL00232,Corporate,Commercial_Use,UK,North_America,Commercial,30.0,474844,4696985,1.0678765172618658,1938702,3,17,Medium
CL00233,Corporate,Commercial_Use,Germany,Middle_East,Residential,44.0,91360,1831530,,3846724,18,3,High
CL00234,Corporate,Portfolio_Diversification,USA,Europe,Industrial,31.0,427819,3512635,1.178352370936576,1741711,2,23,Low
CL00235,Individual,Portfolio_Diversification,USA,North_America,Commercial,40.0,419610,241900,1.5722478108936095,1778853,17,4,Medium
CL00236,Institutional,Portfolio_Diversification,Singapore,Europe,Industrial,68.0,377617,3473694,1.056058070104228,2208721,19,4,Medium
CL00237,Individual,Investment_Rental,UAE,North_America,Mixed_Use,26.0,173704,4077497,3.2674337331763788,2110391,13,11,Medium
CL00238,Individual,Portfolio_Diversification,USA,North_America,Industrial,68.0,191679,768875,4.729067535683889,7494954,13,2,Low
CL00239,Institutional,Flip_Resale,Canada,North_America,Industrial,73.0,121873,4890287,3.663788664321857,4807448,1,7,Medium
CL00240,Individual,Primary_Residence,UK,North_America,Mixed_Use,44.0,95756,353078,4.290629873921709,7542367,2,21,Medium
CL00241,Real_Estate_Fund,Portfolio_Diversification,Germany,Asia_Pacific,Residential,51.0,470210,468893,1.0531248138343203,6306225,1,1,Low
CL00242,Real_Estate_Fund,Primary_Residence,Germany,Europe,Mixed_Use,46.0,224454,3201883,3.1680611939189043,4226773,5,17,Medium
CL00243,Real_Estate_Fund,Investment_Rental,Singapore,Europe,Mixed_Use,49.0,493570,815295,2.8382519100220875,7247439,3,8,Low
CL00244,Corporate,Primary_Residence,UAE,North_America,Industrial,55.0,348488,1978798,2.995871776883172,5543333,7,12,High
CL00245,Individual,Investment_Rental,Australia,North_America,Residential,66.0,476991,4100740,1.2888527413407518,5244055,13,6,Medium
CL00246,Real_Estate_Fund,Flip_Resale,USA,Europe,Commercial,69.0,430565,1092652,3.73774144427723,4662121,18,9,High
CL00247,Corporate,Investment_Rental,Singapore,Asia_Pacific,Mixed_Use,68.0,363298,1154212,3.012881659434538,2270100,7,8,Medium
CL00248,Real_Estate_Fund,Investment_Rental,USA,Middle_East,Residential,46.0,57464,2458730,4.060595399445056,7058008,1,21,Low
CL00249,Real_Estate_Fund,Commercial_Use,UK,Middle_East,Mixed_Use,31.0,465840,3585001,2.9411625362468614,209072,5,14,Low
CL00250,Foreign_Investor,Portfolio_Diversification,UK,Europe,Mixed_Use,35.0,151897,2180563,1.5975265449057283,3625432,17,4,Low
CL00251,Individual,Portfolio_Diversification,Australia,North_America,Mixed_Use,63.0,329488,2068972,3.593027816311288,4033337,8,11,Low
CL00252,Corporate,Flip_Resale,Australia,North_America,Mixed_Use,67.0,113791,383816,1.689545448420665,6050726,15,0,Medium
CL00253,Foreign_Investor,Flip_Resale,USA,Asia_Pacific,Industrial,51.0,185371,1940820,4.48957825341926,2313843,4,11,Low
CL00254,Individual,Portfolio_Diversification,USA,Middle_East,Residential,62.0,209047,4815697,3.452464956276966,2912594,2,21,Medium
CL00255,Individual,Commercial_Use,Singapore,Asia_Pacific,Residential,,162534,2776073,1.628815534227817,4184941,5,5,Medium
CL00256,Corporate,Portfolio_Diversification,UK,Middle_East,Residential,35.0,412353,2777374,4.849352229924827,7836281,1,18,Medium
CL00257,Real_Estate_Fund,Commercial_Use,USA,Europe,Mixed_Use,56.0,111441,2824903,,4351390,5,18,Medium
CL00258,Institutional,Flip_Resale,Singapore,Middle_East,Industrial,73.0,382600,225851,1.29159380748662,539962,6,15,Medium
CL00259,Corporate,Primary_Residence,UAE,Asia_Pacific,Mixed_Use,69.0,373932,2750527,3.507331617660269,4936445,2,18,High
CL00260,Individual,Flip_Resale,Australia,Asia_Pacific,Mixed_Use,55.0,267612,4961282,2.012795628051241,7854101,1,2,Low
CL00261,Institutional,Flip_Resale,USA,Asia_Pacific,Residential,31.0,463797,894878,4.21477380750921,3627899,4,22,Medium
CL00262,Real_Estate_Fund,Investment_Rental,UK,Europe,Mixed_Use,56.0,261444,2153262,4.271288294264762,3573788,7,9,Medium
CL00263,Individual,Investment_Rental,UAE,Middle_East,Commercial,32.0,494505,2037135,4.915789423418648,951680,1,17,Medium
CL00264,Corporate,Investment_Rental,Germany,Middle_East,Mixed_Use,32.0,306319,2508163,3.007478124098015,4281279,1,12,Medium
CL00265,Foreign_Investor,Investment_Rental,UAE,Asia_Pacific,Commercial,42.0,167263,2641396,2.8198275189109485,2009234,8,17,Medium
CL00266,Institutional,Commercial_Use,Singapore,Middle_East,Mixed_Use,42.0,375578,326179,4.0139024217859225,1092529,16,2,Medium
CL00267,Institutional,Portfolio_Diversification,USA,North_America,Industrial,43.0,114518,2172171,1.5298826253677063,5107514,13,22,Medium
CL00268,Institutional,Primary_Residence,Germany,North_America,Industrial,66.0,241230,3748444,3.187662055172497,7014124,18,2,High
CL00269,Corporate,Flip_Resale,UK,North_America,Residential,28.0,358681,4644340,3.1849904005234038,4090008,10,22,High
CL00270,Individual,Commercial_Use,USA,Middle_East,Mixed_Use,38.0,407865,2579340,1.3578924912415489,1737138,12,24,Medium
CL00271,Foreign_Investor,Primary_Residence,Singapore,Europe,Commercial,23.0,77645,1300346,2.6719363420276543,2236172,1,11,Low
CL00272,Foreign_Investor,Commercial_Use,USA,Europe,Commercial,33.0,269608,585287,4.413139194268808,1515265,10,19,High
CL00273,Foreign_Investor,Commercial_Use,USA,Europe,Mixed_Use,63.0,53283,4083820,4.424614487978641,4080131,9,6,High
CL00274,Real_Estate_Fund,Flip_Resale,Canada,Europe,Commercial,39.0,379115,4067610,1.396950659678724,3392222,3,24,Low
CL00275,Corporate,Portfolio_Diversification,UAE,North_America,Industrial,32.0,384903,1860399,1.3628835309913234,265981,19,23,Medium
CL00276,Corporate,Investment_Rental,Singapore,North_America,Commercial,37.0,220195,395901,2.050781908007741,6607761,9,7,High
CL00277,Foreign_Investor,Portfolio_Diversification,UK,Asia_Pacific,Residential,70.0,132780,3184903,4.499064250215974,4360608,10,8,Medium
CL00278,Institutional,Flip_Resale,Germany,Middle_East,Industrial,72.0,453240,4235247,1.5156103402939958,7472933,19,13,Low
CL00279,Institutional,Flip_Resale,USA,Middle_East,Industrial,39.0,472846,4243403,3.879987210509785,1472014,16,4,Medium
CL00280,Foreign_Investor,Flip_Resale,UK,Europe,Industrial,56.0,322878,2303531,1.4046624784524129,438569,18,20,High
CL00281,Foreign_Investor,Primary_Residence,Australia,North_America,Mixed_Use,74.0,30515,1169412,3.4925514149913015,874071,14,18,High
CL00282,Individual,Portfolio_Diversification,Germany,Europe,Mixed_Use,47.0,402926,4515743,2.4242691964765792,7465113,3,20,Medium
CL00283,Corporate,Portfolio_Diversification,UAE,Asia_Pacific,Industrial,37.0,358871,2132623,4.155655851863468,3406505,2,15,Medium
CL00284,Individual,Commercial_Use,UK,Middle_East,Mixed_Use,27.0,258872,1335296,1.9347617953014544,7452271,1,23,Low
CL00285,Corporate,Commercial_Use,Canada,Middle_East,Commercial,65.0,401308,3403131,3.5568073175598394,552641,18,11,High
CL00286,Individual,Commercial_Use,UAE,Europe,Mixed_Use,64.0,338360,3053028,1.9427301383035398,4962056,9,20,Low
CL00287,Corporate,Flip_Resale,Germany,Asia_Pacific,Mixed_Use,68.0,363977,4911701,3.854641132448615,5306798,13,3,High
CL00288,Corporate,Portfolio_Diversification,Germany,Middle_East,Industrial,68.0,88755,497595,4.4947121382429955,3926764,2,7,Medium
CL00289,Individual,Flip_Resale,USA,Asia_Pacific,Residential,69.0,57856,3893092,1.5072071965070402,1665538,7,6,High
CL00290,Corporate,Primary_Residence,USA,Asia_Pacific,Residential,63.0,103870,1831041,4.466382754382014,6247607,16,14,Low
CL00291,Individual,Commercial_Use,Singapore,Europe,Residential,33.0,447378,3690511,3.3743010176571917,3049675,19,5,Medium
CL00292,Individual,Flip_Resale,USA,North_America,Commercial,34.0,167080,2517209,1.508441963468096,3549902,15,4,Low
CL00293,Foreign_Investor,Flip_Resale,UK,Europe,Mixed_Use,25.0,300131,626925,2.710167421438848,4999666,11,13,Medium
CL00294,Corporate,Primary_Residence,Australia,North_America,Residential,60.0,485748,3025609,1.6434411739403916,3549618,1,20,High
CL00295,Individual,Investment_Rental,UAE,Asia_Pacific,Industrial,23.0,126502,4008005,3.801391555466278,7016155,7,12,Medium
CL00296,Corporate,Portfolio_Diversification,Germany,North_America,Residential,47.0,426548,856547,4.035472537671799,6875630,8,9,Medium
CL00297,Foreign_Investor,Investment_Rental,UAE,Asia_Pacific,Residential,48.0,96323,706752,1.4231860810911958,3554629,10,17,Low
CL00298,Individual,Commercial_Use,UAE,Middle_East,Mixed_Use,48.0,462206,1439462,3.0245594107785774,2342848,5,3,High
CL00299,Institutional,Flip_Resale,USA,Middle_East,Mixed_Use,36.0,302017,2310920,4.258500224103669,2923219,9,7,Medium
CL00300,Individual,Primary_Residence,UK,Middle_East,Mixed_Use,29.0,243614,4923416,4.744652166203986,5014912,1,23,Medium
CL00301,Individual,Primary_Residence,UK,Europe,Commercial,28.0,197516,1237317,3.05407146696708,1794173,2,10,Medium
CL00302,Corporate,Portfolio_Diversification,UK,Europe,Commercial,68.0,458556,3057532,4.801116894445628,1119224,19,16,Medium
CL00303,Corporate,Investment_Rental,Germany,Asia_Pacific,Residential,67.0,135219,2266354,3.1427558818241192,2917549,14,17,Medium
CL00304,Institutional,Portfolio_Diversification,UK,Middle_East,Mixed_Use,61.0,35033,399189,2.576761978399632,4411725,10,20,Medium
CL00305,Institutional,Flip_Resale,UAE,Europe,Residential,33.0,365468,1659049,4.392812514211582,386436,9,24,Medium
CL00306,Real_Estate_Fund,Portfolio_Diversification,UK,Middle_East,Industrial,34.0,307833,2354851,2.9719308418323562,5867963,10,10,High
CL00307,Corporate,Primary_Residence,USA,Europe,Industrial,64.0,139756,2474494,2.887610042258092,5695636,6,15,High
CL00308,Individual,Primary_Residence,UK,North_America,Mixed_Use,38.0,292210,955953,2.961249957639313,6922703,17,11,Low
CL00309,Foreign_Investor,Commercial_Use,USA,North_America,Mixed_Use,38.0,144159,604655,4.3871400074789815,5930618,6,12,Medium
CL00310,Individual,Commercial_Use,USA,Middle_East,Industrial,57.0,206318,3876487,4.327766166752209,5402371,4,15,Low
CL00311,Corporate,Flip_Resale,USA,Asia_Pacific,Mixed_Use,42.0,37533,4061635,2.614079969760845,2364178,3,22,Low
CL00312,Individual,Investment_Rental,UK,Europe,Commercial,29.0,231224,336824,2.3331994394821,224804,19,20,Medium
CL00313,Individual,Portfolio_Diversification,Germany,Europe,Commercial,26.0,272653,3757942,2.967712096156517,3807390,18,0,High
CL00314,Real_Estate_Fund,Flip_Resale,UK,North_America,Mixed_Use,47.0,407972,1167979,3.291090038948436,3126877,4,15,Low
CL00315,Foreign_Investor,Commercial_Use,UK,North_America,Industrial,37.0,351802,3249409,1.9533488425119878,3939514,8,14,Medium
CL00316,Institutional,Portfolio_Diversification,Singapore,Asia_Pacific,Residential,57.0,330642,4648003,4.175820338862362,5107107,17,5,High
CL00317,Corporate,Commercial_Use,USA,Asia_Pacific,Mixed_Use,49.0,139028,4125282,2.9459310629296915,2122871,5,11,High
CL00318,Individual,Portfolio_Diversification,Canada,Asia_Pacific,Mixed_Use,50.0,303916,1788124,2.3361821936798384,2090483,13,7,Medium
CL00319,Individual,Investment_Rental,UAE,Middle_East,Residential,68.0,381529,3943380,1.4272839718559625,3061898,1,6,Medium
CL00320,Individual,Flip_Resale,UK,North_America,Mixed_Use,33.0,472252,4266289,1.9553806416144277,637335,13,1,Medium
CL00321,Corporate,Portfolio_Diversification,UAE,Middle_East,Residential,58.0,481747,2826826,4.797124687023935,5377365,4,11,Low
CL00322,Institutional,Primary_Residence,USA,North_America,Industrial,51.0,280231,1906242,2.2203987472781064,7839262,14,20,Low
CL00323,Institutional,Primary_Residence,Singapore,North_America,Commercial,44.0,42940,193246,1.6754371574681413,7162445,3,13,Low
CL00324,Individual,Portfolio_Diversification,UK,Europe,Industrial,37.0,410171,308886,2.842691166619973,3659163,5,15,Medium
CL00325,Real_Estate_Fund,Portfolio_Diversification,Canada,North_America,Commercial,35.0,46932,2467713,2.2283509734409948,3537951,7,10,High
CL00326,Institutional,Portfolio_Diversification,USA,North_America,Residential,31.0,256377,1529608,1.1406370010847766,6975711,1,19,Medium
CL00327,Corporate,Primary_Residence,UAE,Middle_East,Commercial,28.0,480043,4163068,2.292580869117669,1411402,12,8,Medium
CL00328,Institutional,Primary_Residence,UAE,North_America,Industrial,66.0,484647,3490888,3.1764344957578743,5698244,11,9,Medium
CL00329,Corporate,Portfolio_Diversification,USA,Middle_East,Commercial,73.0,54648,2384798,3.2068494880798677,4025251,8,16,Low
CL00330,Individual,Commercial_Use,UK,Asia_Pacific,Residential,58.0,62966,1632337,2.426235684707555,6315331,6,11,Medium
CL00331,Corporate,Commercial_Use,Singapore,North_America,Commercial,50.0,450993,883566,2.7892110250104025,3990507,2,5,High
CL00332,Foreign_Investor,Investment_Rental,Germany,North_America,Mixed_Use,24.0,285733,3011259,4.862071672939066,1516851,19,18,Low
CL00333,Individual,Flip_Resale,UK,Middle_East,Industrial,36.0,193639,2167791,2.5093939089212465,2729082,14,10,Low
CL00334,Individual,Commercial_Use,Germany,Asia_Pacific,Mixed_Use,57.0,276331,4829924,2.032907253039932,2276028,1,8,Medium
CL00335,Individual,Primary_Residence,Australia,Europe,Residential,68.0,440390,879105,1.9738681762670405,3135032,10,20,Medium
CL00336,Individual,Commercial_Use,Canada,Asia_Pacific,Commercial,67.0,72598,1016992,2.8310584508165366,6068211,16,5,Medium
CL00337,Foreign_Investor,Investment_Rental,USA,Middle_East,Mixed_Use,73.0,220271,320326,4.038080594867776,3227195,4,24,Medium
CL00338,Institutional,Investment_Rental,Singapore,Asia_Pacific,Mixed_Use,40.0,437014,4613552,1.8239527367538928,2476344,11,24,Medium
CL00339,Corporate,Flip_Resale,UK,Middle_East,Commercial,34.0,488580,3622810,3.8371845085630722,3607100,16,23,Low
CL00340,Individual,Commercial_Use,Australia,Middle_East,Commercial,63.0,440774,3326458,1.0845992933976651,5647647,1,24,Medium
CL00341,Corporate,Primary_Residence,UAE,Europe,Industrial,42.0,353228,1546743,2.675731911935784,6253807,16,15,Medium
CL00342,Corporate,Primary_Residence,USA,North_America,Mixed_Use,58.0,205309,4584781,4.103460260811147,2499465,19,19,High
CL00343,Individual,Portfolio_Diversification,Singapore,Middle_East,Mixed_Use,48.0,226569,1000853,2.3549318230977256,1226837,9,15,High
CL00344,Corporate,Primary_Residence,UK,Middle_East,Residential,73.0,161250,4547321,3.254948405781598,7596633,9,5,High
CL00345,Corporate,Flip_Resale,Australia,Europe,Industrial,50.0,278004,751824,1.8199169313036432,7551292,9,4,Medium
CL00346,Institutional,Flip_Resale,Australia,Middle_East,Residential,41.0,47118,4627549,3.967981564504689,7988246,17,20,Medium
CL00347,Institutional,Primary_Residence,Singapore,North_America,Mixed_Use,,52616,3006405,1.2091164130750385,5867467,12,3,Medium
CL00348,Individual,Primary_Residence,USA,Europe,Residential,27.0,161870,3271222,4.410170579502001,3249449,13,1,High
CL00349,Corporate,Portfolio_Diversification,Singapore,North_America,Mixed_Use,57.0,299745,4669146,1.7927855456866726,7886594,8,5,Low
CL00350,Institutional,Primary_Residence,USA,North_America,Mixed_Use,23.0,317507,2570856,4.497592126833323,3260999,16,8,Medium
CL00351,Corporate,Portfolio_Diversification,USA,Europe,Residential,43.0,32795,3239782,2.4101169652020693,1687746,18,16,Medium
CL00352,Foreign_Investor,Portfolio_Diversification,Germany,Middle_East,Residential,53.0,127462,2477942,3.8907342978979464,1779040,1,13,Medium
CL00353,Institutional,Primary_Residence,USA,North_America,Commercial,37.0,468480,1750224,2.276901191144754,2561596,1,6,Low
CL00354,Individual,Investment_Rental,UK,North_America,Commercial,39.0,395036,1448055,4.62364668493859,2389564,12,21,Medium
CL00355,Individual,Investment_Rental,Australia,North_America,Commercial,,364977,955783,1.5065485020734974,3813289,6,18,Medium
CL00356,Institutional,Portfolio_Diversification,UK,North_America,Mixed_Use,57.0,295228,2330653,1.7140791570903948,4338699,9,0,Medium
CL00357,Individual,Primary_Residence,UK,Europe,Residential,51.0,388009,684942,2.972120500635209,3066596,5,19,Medium
CL00358,Corporate,Investment_Rental,Canada,Europe,Industrial,66.0,499862,4663870,1.3277537561525845,5861229,16,24,Medium
CL00359,Real_Estate_Fund,Primary_Residence,USA,Asia_Pacific,Mixed_Use,40.0,292875,1520654,1.7839207388070477,6335941,18,14,High
CL00360,Corporate,Primary_Residence,Germany,Asia_Pacific,Industrial,44.0,162201,2317127,4.7750655288480575,4277436,17,17,Medium
CL00361,Corporate,Primary_Residence,Australia,North_America,Residential,55.0,189094,823503,4.905958644591548,6252585,18,2,Medium
CL00362,Institutional,Commercial_Use,Canada,Middle_East,Mixed_Use,34.0,293749,3599058,2.5050373173216878,5243064,1,17,Low
CL00363,Corporate,Primary_Residence,Singapore,North_America,Industrial,64.0,107506,3612106,4.693144084055742,2615933,19,1,Low
CL00364,Corporate,Commercial_Use,UK,Middle_East,Industrial,50.0,270313,448848,3.179298702693727,5016940,8,9,Medium
CL00365,Real_Estate_Fund,Portfolio_Diversification,UK,North_America,Commercial,57.0,74130,2097179,,3612511,3,10,Medium
CL00366,Corporate,Investment_Rental,Germany,Asia_Pacific,Commercial,43.0,452481,1581177,3.8095948843223946,534083,5,23,Medium
CL00367,Real_Estate_Fund,Investment_Rental,Canada,Asia_Pacific,Commercial,73.0,193402,266991,3.635607226299429,681598,8,2,Low
CL00368,Real_Estate_Fund,Investment_Rental,UAE,Middle_East,Mixed_Use,73.0,360613,4391256,4.956501276434933,5757968,19,6,High
CL00369,Individual,Investment_Rental,USA,North_America,Residential,68.0,176259,4092942,2.060189149637133,6919552,18,7,Medium
CL00370,Individual,Investment_Rental,USA,Middle_East,Residential,57.0,449007,2530412,3.6882380106469417,6058631,18,18,Low
CL00371,Individual,Investment_Rental,USA,Asia_Pacific,Commercial,30.0,382580,4760110,1.2080950201177876,7612045,1,17,Medium
CL00372,Individual,Investment_Rental,Singapore,North_America,Commercial,60.0,231682,976058,1.4545841547868776,2428845,15,12,High
CL00373,Individual,Portfolio_Diversification,UK,North_America,Commercial,72.0,404485,2243167,1.015673499804373,816252,18,12,Medium
CL00374,Institutional,Primary_Residence,Canada,Middle_East,Industrial,40.0,253034,202877,4.9978427242386925,7175402,7,23,Medium
CL00375,Individual,Flip_Resale,Singapore,Europe,Commercial,59.0,463083,3768893,4.209094788589911,3200798,16,18,Medium
CL00376,Individual,Commercial_Use,USA,Middle_East,Industrial,27.0,424109,4688226,4.146892058934164,2686047,16,22,Low
CL00377,Foreign_Investor,Flip_Resale,Singapore,Asia_Pacific,Residential,73.0,129694,1645329,3.038904301152719,6614143,15,11,Medium
CL00378,Individual,Flip_Resale,UK,Asia_Pacific,Mixed_Use,68.0,49773,3172753,2.2002683316217597,3474353,6,16,Low
CL00379,Foreign_Investor,Primary_Residence,UAE,Asia_Pacific,Mixed_Use,36.0,296383,491670,1.6050571378507037,3404992,9,21,Medium
CL00380,Individual,Primary_Residence,Singapore,Asia_Pacific,Mixed_Use,41.0,313007,4726043,2.1386989553858546,4947663,7,11,Low
CL00381,Individual,Primary_Residence,Germany,Asia_Pacific,Mixed_Use,30.0,343559,1794512,2.5038848877165565,846362,14,12,High
CL00382,Institutional,Investment_Rental,Germany,Europe,Industrial,53.0,98968,3918806,4.025240387921176,6419191,11,24,Medium
CL00383,Institutional,Portfolio_Diversification,UK,North_America,Industrial,25.0,90430,4906100,3.1586471556126097,5777635,16,11,Low
CL00384,Foreign_Investor,Investment_Rental,USA,Middle_East,Commercial,71.0,280072,1450339,1.3099345062219308,5463538,6,18,Medium
CL00385,Institutional,Portfolio_Diversification,Singapore,Middle_East,Industrial,39.0,31515,3519998,1.072116035835649,5927020,16,13,Low
CL00386,Foreign_Investor,Portfolio_Diversification,USA,Asia_Pacific,Commercial,26.0,127206,4252363,1.4093287181362526,4611835,16,6,Medium
CL00387,Individual,Flip_Resale,UK,Middle_East,Commercial,41.0,275282,3834942,2.6419948547895173,3685443,12,12,Medium
CL00388,Individual,Flip_Resale,USA,Asia_Pacific,Mixed_Use,44.0,265702,140633,4.732771668196073,2082303,17,5,Low
CL00389,Foreign_Investor,Portfolio_Diversification,Singapore,Europe,Industrial,32.0,437821,1357302,3.5496099248368864,2901821,5,23,Low
CL00390,Foreign_Investor,Portfolio_Diversification,USA,Europe,Industrial,58.0,348384,1151893,4.20730359950206,7464895,13,18,Medium
CL00391,Real_Estate_Fund,Investment_Rental,Singapore,North_America,Commercial,43.0,35586,4601428,2.865498378018194,6743594,8,18,Low
CL00392,Corporate,Investment_Rental,Australia,Europe,Commercial,25.0,412563,1978166,2.446664332780171,6675940,5,3,Medium
CL00393,Corporate,Flip_Resale,USA,Europe,Residential,50.0,414518,3686575,1.433601490866491,7869088,12,18,Medium
CL00394,Foreign_Investor,Primary_Residence,USA,North_America,Residential,65.0,275277,3950404,4.50373208874482,6410798,9,8,Medium
CL00395,Individual,Portfolio_Diversification,UK,Middle_East,Commercial,55.0,61186,3523376,4.132640116111611,576941,3,15,Medium
CL00396,Real_Estate_Fund,Investment_Rental,Canada,Asia_Pacific,Residential,34.0,56928,2921105,1.6724723903909005,4023770,3,3,Medium
CL00397,Foreign_Investor,Flip_Resale,USA,Asia_Pacific,Residential,63.0,259336,1972204,3.049042255505042,5000224,1,5,High
CL00398,Corporate,Investment_Rental,UK,Middle_East,Commercial,30.0,244159,2000946,2.9494992316849795,536354,18,7,Low
CL00399,Foreign_Investor,Portfolio_Diversification,USA,North_America,Commercial,63.0,415134,1026109,3.5003662107461144,3090149,12,23,Low
CL00400,Foreign_Investor,Portfolio_Diversification,Germany,Middle_East,Industrial,52.0,379173,808669,4.784747575965045,5656336,9,15,Low
CL00401,Individual,Commercial_Use,UK,Europe,Commercial,28.0,50711,4327939,3.3190857670499185,1085709,9,4,Low
CL00402,Real_Estate_Fund,Primary_Residence,Germany,North_America,Commercial,25.0,84962,2407539,3.1608690671144744,2635178,18,20,Low
CL00403,Corporate,Commercial_Use,Canada,North_America,Mixed_Use,40.0,50039,3326419,1.2012917317386558,6321979,18,21,Medium
CL00404,Foreign_Investor,Flip_Resale,USA,North_America,Industrial,63.0,66561,2696882,1.2516299040720957,6529022,7,9,Medium
CL00405,Individual,Investment_Rental,Germany,Asia_Pacific,Industrial,51.0,236555,4065292,1.7493871653071555,6724929,4,22,High
CL00406,Foreign_Investor,Flip_Resale,USA,Middle_East,Industrial,52.0,249730,1106891,1.1298830867669931,5627630,13,12,Low
CL00407,Corporate,Portfolio_Diversification,Canada,North_America,Mixed_Use,56.0,31577,4047526,3.9734115822800495,6438893,17,13,Medium
CL00408,Individual,Commercial_Use,Singapore,North_America,Commercial,42.0,137792,827467,3.8933212159758526,3403965,2,6,High
CL00409,Real_Estate_Fund,Commercial_Use,Canada,North_America,Industrial,52.0,451566,4750100,1.5442249377265718,2235469,14,19,High
CL00410,Individual,Commercial_Use,USA,Middle_East,Industrial,40.0,277980,3098851,4.344315603181124,3815632,3,5,Medium
CL00411,Individual,Flip_Resale,USA,Asia_Pacific,Residential,52.0,268540,3761306,1.619144139384448,3672348,5,6,Medium
CL00412,Real_Estate_Fund,Portfolio_Diversification,UK,Europe,Industrial,74.0,457014,2123969,2.204702347989435,1496365,14,4,High
CL00413,Real_Estate_Fund,Investment_Rental,UK,Asia_Pacific,Commercial,53.0,258506,1097057,1.99590759664546,1286078,3,20,Medium
CL00414,Corporate,Investment_Rental,USA,North_America,Commercial,23.0,242489,3774153,2.489228394292191,636598,7,17,Low
CL00415,Institutional,Flip_Resale,UK,Asia_Pacific,Residential,73.0,40785,4848584,2.0186550635598475,4693758,18,22,High
CL00416,Corporate,Commercial_Use,USA,Asia_Pacific,Industrial,31.0,102227,2312292,,7297507,13,11,Medium
CL00417,Individual,Primary_Residence,UK,Europe,Industrial,23.0,410824,4470297,2.6296315254187417,6212825,10,5,Low
CL00418,Individual,Flip_Resale,Germany,Middle_East,Industrial,23.0,354101,3718313,4.946277963117306,683037,13,0,Medium
CL00419,Institutional,Flip_Resale,UAE,Middle_East,Mixed_Use,45.0,95431,3050501,1.2237054005129027,3981871,16,3,Medium
CL00420,Foreign_Investor,Portfolio_Diversification,USA,Asia_Pacific,Industrial,38.0,440513,1484410,1.5687255055494065,734933,9,18,High
CL00421,Foreign_Investor,Investment_Rental,UK,Asia_Pacific,Commercial,53.0,364038,2407199,1.21130357563441,363933,2,11,Low
CL00422,Foreign_Investor,Flip_Resale,USA,Middle_East,Commercial,37.0,277941,386100,3.503364779929503,5446055,5,14,High
CL00423,Individual,Flip_Resale,Australia,Middle_East,Mixed_Use,37.0,224844,4358183,1.2180371096548783,1151720,17,2,Medium
CL00424,Corporate,Commercial_Use,USA,Europe,Mixed_Use,67.0,180653,2148880,4.345758949504493,7421669,4,22,Medium
CL00425,Individual,Commercial_Use,Singapore,North_America,Industrial,60.0,347336,2569606,3.047754522727711,6589851,17,19,Low
CL00426,Corporate,Primary_Residence,Australia,Asia_Pacific,Residential,74.0,293606,3139316,3.108030498326135,2297914,9,7,Medium
CL00427,Corporate,Portfolio_Diversification,Germany,Middle_East,Mixed_Use,52.0,420992,1145533,3.246378030848777,6398604,2,10,High
CL00428,Foreign_Investor,Primary_Residence,Singapore,Asia_Pacific,Mixed_Use,64.0,225245,1385844,1.683254825224843,2835662,18,15,Medium
